gameDate	homeScore	awayScore	homeTeam	awayTeam	venueName	city
2013-10-29	97	87	IND	ORL	Bankers Life Fieldhouse	Indianapolis
2013-10-29	107	95	MIA	CHI	American Airlines Arena	Miami
2013-10-29	116	103	LAL	LAC	Staples Center	Los Angeles
2013-10-30	98	94	CLE	BKN	Quicken Loans Arena	Cleveland
2013-10-30	114	110	PHI	MIA	Wells Fargo Center	Philadelphia
2013-10-30	93	87	TOR	BOS	Air Canada Centre	Toronto
2013-10-30	113	102	DET	WAS	The Palace of Auburn Hills	Detroit
2013-10-30	90	83	NYK	MIL	Madison Square Garden	New York City
2013-10-30	96	83	HOU	CHA	Toyota Center	Houston
2013-10-30	120	115	MIN	ORL	Target Center	Minneapolis
2013-10-30	90	95	NOH	IND	Smoothie King Center	New Orleans
2013-10-30	118	109	DAL	ATL	American Airlines Center	Dallas
2013-10-30	101	94	SAS	MEM	AT&T Center	San Antonio
2013-10-30	98	101	UTA	OKC	EnergySolutions Arena	Salt Lake City
2013-10-30	104	91	PHX	POR	US Airways Center	Phoenix
2013-10-30	90	88	SAC	DEN	Sleep Train Arena	Sacramento
2013-10-30	125	94	GSW	LAL	Oracle Arena	Oakland
2013-10-31	82	81	CHI	NYK	United Center	Chicago
2013-10-31	115	126	GSW	LAC	Oracle Arena	Oakland
2013-11-01	90	84	CHA	CLE	Time Warner Cable Arena	Charlotte
2013-11-01	110	90	ORL	NOH	Amway Center	Orlando
2013-11-01	102	109	WAS	PHI	Verizon Center	Washington D.C.
2013-11-01	102	95	ATL	TOR	Philips Arena	Atlanta
2013-11-01	98	105	BOS	MIL	TD Garden	Boston
2013-11-01	113	105	HOU	DAL	Toyota Center	Houston
2013-11-01	111	108	MEM	DET	FedExForum	Memphis
2013-11-01	100	81	MIN	OKC	Target Center	Minneapolis
2013-11-01	101	100	BKN	MIA	Barclays Center	Brooklyn
2013-11-01	98	113	DEN	POR	Pepsi Center	Denver
2013-11-01	87	84	PHX	UTA	US Airways Center	Phoenix
2013-11-01	101	110	SAC	LAC	Sleep Train Arena	Sacramento
2013-11-01	85	91	LAL	SAS	Staples Center	Los Angeles
2013-11-02	89	74	IND	CLE	Bankers Life Fieldhouse	Indianapolis
2013-11-02	107	104	PHI	CHI	Wells Fargo Center	Philadelphia
2013-11-02	105	84	NOH	CHA	Smoothie King Center	New Orleans
2013-11-02	111	99	DAL	MEM	American Airlines Center	Dallas
2013-11-02	90	97	MIL	TOR	BMO Harris Bradley Center	Milwaukee
2013-11-02	93	104	UTA	HOU	EnergySolutions Arena	Salt Lake City
2013-11-02	115	105	POR	SAS	Moda Center	Portland
2013-11-02	98	87	GSW	SAC	Oracle Arena	Oakland
2013-11-03	87	77	DET	BOS	The Palace of Auburn Hills	Detroit
2013-11-03	103	93	MIA	WAS	American Airlines Arena	Miami
2013-11-03	107	86	ORL	BKN	Amway Center	Orlando
2013-11-03	103	96	OKC	PHX	Chesapeake Energy Arena	Oklahoma City
2013-11-03	100	109	NYK	MIN	Madison Square Garden	New York City
2013-11-03	105	103	LAL	ATL	Staples Center	Los Angeles
2013-11-04	93	92	CLE	MIN	Quicken Loans Arena	Cleveland
2013-11-04	90	110	PHI	GSW	Wells Fargo Center	Philadelphia
2013-11-04	95	88	MEM	BOS	FedExForum	Memphis
2013-11-04	118	137	HOU	LAC	Toyota Center	Houston
2013-11-05	95	104	TOR	MIA	Air Canada Centre	Toronto
2013-11-05	104	88	BKN	UTA	Barclays Center	Brooklyn
2013-11-05	91	99	DET	IND	The Palace of Auburn Hills	Detroit
2013-11-05	97	102	NYK	CHA	Madison Square Garden	New York City
2013-11-05	98	104	NOH	PHX	Smoothie King Center	New Orleans
2013-11-05	123	104	DAL	LAL	American Airlines Center	Dallas
2013-11-05	94	102	DEN	SAS	Pepsi Center	Denver
2013-11-05	101	116	POR	HOU	Moda Center	Portland
2013-11-05	100	105	SAC	ATL	Sleep Train Arena	Sacramento
2013-11-06	92	90	CHA	TOR	Time Warner Cable Arena	Charlotte
2013-11-06	97	80	IND	CHI	Bankers Life Fieldhouse	Indianapolis
2013-11-06	98	90	ORL	LAC	Amway Center	Orlando
2013-11-06	102	116	PHI	WAS	Wells Fargo Center	Philadelphia
2013-11-06	97	87	BOS	UTA	TD Garden	Boston
2013-11-06	84	99	MEM	NOH	FedExForum	Memphis
2013-11-06	109	104	MIL	CLE	BMO Harris Bradley Center	Milwaukee
2013-11-06	93	106	MIN	GSW	Target Center	Minneapolis
2013-11-06	99	96	SAS	PHX	AT&T Center	San Antonio
2013-11-06	107	93	OKC	DAL	Chesapeake Energy Arena	Oklahoma City
2013-11-07	102	97	MIA	LAC	American Airlines Arena	Miami
2013-11-07	109	107	DEN	ATL	Pepsi Center	Denver
2013-11-07	98	99	HOU	LAL	Toyota Center	Houston
2013-11-08	91	101	CHA	NYK	Time Warner Cable Arena	Charlotte
2013-11-08	91	84	IND	TOR	Bankers Life Fieldhouse	Indianapolis
2013-11-08	89	91	ORL	BOS	Amway Center	Orlando
2013-11-08	94	79	PHI	CLE	Wells Fargo Center	Philadelphia
2013-11-08	112	108	WAS	BKN	Verizon Center	Washington D.C.
2013-11-08	110	119	DET	OKC	The Palace of Auburn Hills	Detroit
2013-11-08	97	73	CHI	UTA	United Center	Chicago
2013-11-08	116	108	MIN	DAL	Target Center	Minneapolis
2013-11-08	96	85	NOH	LAL	Smoothie King Center	New Orleans
2013-11-08	76	74	SAS	GSW	AT&T Center	San Antonio
2013-11-08	114	103	PHX	DEN	US Airways Center	Phoenix
2013-11-08	104	91	POR	SAC	Moda Center	Portland
2013-11-09	115	91	TOR	UTA	Air Canada Centre	Toronto
2013-11-09	104	94	ATL	ORL	Philips Arena	Atlanta
2013-11-09	91	96	BKN	IND	Barclays Center	Brooklyn
2013-11-09	127	125	CLE	PHI	Quicken Loans Arena	Cleveland
2013-11-09	110	111	MIA	BOS	American Airlines Arena	Miami
2013-11-09	94	107	HOU	LAC	Toyota Center	Houston
2013-11-09	108	90	MEM	GSW	FedExForum	Memphis
2013-11-09	83	91	MIL	DAL	BMO Harris Bradley Center	Milwaukee
2013-11-09	85	96	SAC	POR	Sleep Train Arena	Sacramento
2013-11-10	89	120	NYK	SAS	Madison Square Garden	New York City
2013-11-10	106	105	OKC	WAS	Chesapeake Energy Arena	Oklahoma City
2013-11-10	101	94	PHX	NOH	US Airways Center	Phoenix
2013-11-10	90	113	LAL	MIN	Staples Center	Los Angeles
2013-11-11	94	103	CHA	ATL	Time Warner Cable Arena	Charlotte
2013-11-11	95	79	IND	MEM	Bankers Life Fieldhouse	Indianapolis
2013-11-11	85	109	PHI	SAS	Wells Fargo Center	Philadelphia
2013-11-11	120	105	BOS	ORL	TD Garden	Boston
2013-11-11	96	81	CHI	CLE	United Center	Chicago
2013-11-11	110	104	HOU	TOR	Toyota Center	Houston
2013-11-11	81	100	UTA	DEN	EnergySolutions Arena	Salt Lake City
2013-11-11	109	103	POR	DET	Moda Center	Portland
2013-11-11	107	109	MIN	LAC	Target Center	Minneapolis
2013-11-12	118	95	MIA	MIL	American Airlines Arena	Miami
2013-11-12	105	95	DAL	WAS	American Airlines Center	Dallas
2013-11-12	113	95	GSW	DET	Oracle Arena	Oakland
2013-11-12	116	95	LAL	NOH	Staples Center	Los Angeles
2013-11-13	94	91	ORL	MIL	Amway Center	Orlando
2013-11-13	123	117	PHI	HOU	Wells Fargo Center	Philadelphia
2013-11-13	83	89	BOS	CHA	TD Garden	Boston
2013-11-13	87	103	MEM	TOR	FedExForum	Memphis
2013-11-13	124	95	MIN	CLE	Target Center	Minneapolis
2013-11-13	91	95	ATL	NYK	Philips Arena	Atlanta
2013-11-13	92	79	SAS	WAS	AT&T Center	San Antonio
2013-11-13	111	99	DEN	LAL	Pepsi Center	Denver
2013-11-13	111	105	UTA	NOH	EnergySolutions Arena	Salt Lake City
2013-11-13	90	89	POR	PHX	Moda Center	Portland
2013-11-13	107	86	SAC	BKN	Sleep Train Arena	Sacramento
2013-11-13	103	111	OKC	LAC	Chesapeake Energy Arena	Oklahoma City
2013-11-14	106	109	NYK	HOU	Madison Square Garden	New York City
2013-11-14	116	115	GSW	OKC	Oracle Arena	Oakland
2013-11-15	104	77	IND	MIL	Bankers Life Fieldhouse	Indianapolis
2013-11-15	80	96	TOR	CHI	Air Canada Centre	Toronto
2013-11-15	113	103	ATL	PHI	Philips Arena	Atlanta
2013-11-15	96	109	BOS	POR	TD Garden	Boston
2013-11-15	80	86	CLE	CHA	Quicken Loans Arena	Cleveland
2013-11-15	110	104	MIA	DAL	American Airlines Arena	Miami
2013-11-15	117	113	DEN	MIN	Pepsi Center	Denver
2013-11-15	98	100	PHX	BKN	US Airways Center	Phoenix
2013-11-15	82	91	UTA	SAS	EnergySolutions Arena	Salt Lake City
2013-11-15	86	89	LAL	MEM	Staples Center	Los Angeles
2013-11-15	90	97	SAC	DET	Sleep Train Arena	Sacramento
2013-11-16	81	97	CHA	MIA	Time Warner Cable Arena	Charlotte
2013-11-16	100	108	ORL	DAL	Amway Center	Orlando
2013-11-16	96	103	WAS	CLE	Verizon Center	Washington D.C.
2013-11-16	90	110	NYK	ATL	Madison Square Garden	New York City
2013-11-16	110	94	CHI	IND	United Center	Chicago
2013-11-16	122	111	HOU	DEN	Toyota Center	Houston
2013-11-16	106	88	MIN	BOS	Target Center	Minneapolis
2013-11-16	135	98	NOH	PHI	Smoothie King Center	New Orleans
2013-11-16	79	92	MIL	OKC	BMO Harris Bradley Center	Milwaukee
2013-11-16	102	88	GSW	UTA	Oracle Arena	Oakland
2013-11-16	103	110	BKN	LAC	Barclays Center	Brooklyn
2013-11-17	110	118	TOR	POR	Air Canada Centre	Toronto
2013-11-17	86	97	SAC	MEM	Sleep Train Arena	Sacramento
2013-11-17	114	99	LAL	DET	Staples Center	Los Angeles
2013-11-18	98	108	BKN	POR	Barclays Center	Brooklyn
2013-11-18	86	81	CHI	CHA	United Center	Chicago
2013-11-18	115	113	OKC	DEN	Chesapeake Energy Arena	Oklahoma City
2013-11-18	97	94	DAL	PHI	American Airlines Center	Dallas
2013-11-18	87	98	UTA	GSW	EnergySolutions Arena	Salt Lake City
2013-11-18	102	106	LAC	MEM	Staples Center	Los Angeles
2013-11-19	104	100	WAS	MIN	Verizon Center	Washington D.C.
2013-11-19	92	86	DET	NYK	The Palace of Auburn Hills	Detroit
2013-11-19	104	88	MIA	ATL	American Airlines Arena	Miami
2013-11-19	109	85	HOU	BOS	Toyota Center	Houston
2013-11-19	107	104	SAC	PHX	Sleep Train Arena	Sacramento
2013-11-20	95	91	CHA	BKN	Time Warner Cable Arena	Charlotte
2013-11-20	91	98	CLE	WAS	Quicken Loans Arena	Cleveland
2013-11-20	96	103	NYK	IND	Madison Square Garden	New York City
2013-11-20	92	120	ORL	MIA	Amway Center	Orlando
2013-11-20	98	108	PHI	TOR	Wells Fargo Center	Philadelphia
2013-11-20	93	85	ATL	DET	Philips Arena	Atlanta
2013-11-20	82	91	MIL	POR	BMO Harris Bradley Center	Milwaukee
2013-11-20	98	102	MIN	LAC	Target Center	Minneapolis
2013-11-20	105	98	NOH	UTA	Smoothie King Center	New Orleans
2013-11-20	104	93	SAS	BOS	AT&T Center	San Antonio
2013-11-20	106	113	PHX	SAC	US Airways Center	Phoenix
2013-11-20	123	120	DAL	HOU	American Airlines Center	Dallas
2013-11-20	81	88	GSW	MEM	Oracle Arena	Oakland
2013-11-21	105	91	OKC	LAC	Chesapeake Energy Arena	Oklahoma City
2013-11-21	97	87	DEN	CHI	Pepsi Center	Denver
2013-11-22	91	98	CHA	PHX	Time Warner Cable Arena	Charlotte
2013-11-22	115	107	PHI	MIL	Wells Fargo Center	Philadelphia
2013-11-22	96	88	TOR	WAS	Air Canada Centre	Toronto
2013-11-22	82	97	BOS	IND	TD Garden	Boston
2013-11-22	89	96	DET	ATL	The Palace of Auburn Hills	Detroit
2013-11-22	86	102	MEM	SAS	FedExForum	Memphis
2013-11-22	111	81	MIN	BKN	Target Center	Minneapolis
2013-11-22	104	100	NOH	CLE	Smoothie King Center	New Orleans
2013-11-22	103	93	DAL	UTA	American Airlines Center	Dallas
2013-11-22	98	95	POR	CHI	Moda Center	Portland
2013-11-22	102	95	LAL	GSW	Staples Center	Los Angeles
2013-11-23	102	103	SAC	LAC	Sleep Train Arena	Sacramento
2013-11-23	106	98	IND	PHI	Bankers Life Fieldhouse	Indianapolis
2013-11-23	98	89	WAS	NYK	Verizon Center	Washington D.C.
2013-11-23	87	94	ATL	BOS	Philips Arena	Atlanta
2013-11-23	101	99	MIA	ORL	American Airlines Arena	Miami
2013-11-23	112	101	HOU	MIN	Toyota Center	Houston
2013-11-23	72	96	MIL	CHA	BMO Harris Bradley Center	Milwaukee
2013-11-23	126	96	SAS	CLE	AT&T Center	San Antonio
2013-11-23	102	100	DEN	DAL	Pepsi Center	Denver
2013-11-23	101	113	GSW	POR	Oracle Arena	Oakland
2013-11-24	97	109	BKN	DET	Barclays Center	Brooklyn
2013-11-24	82	121	CHI	LAC	United Center	Chicago
2013-11-24	96	104	ORL	PHX	Amway Center	Orlando
2013-11-24	95	73	OKC	UTA	Chesapeake Energy Arena	Oklahoma City
2013-11-24	100	86	LAL	SAC	Staples Center	Los Angeles
2013-11-25	86	96	CHA	BOS	Time Warner Cable Arena	Charlotte
2013-11-25	98	84	IND	MIN	Bankers Life Fieldhouse	Indianapolis
2013-11-25	113	94	DET	MIL	The Palace of Auburn Hills	Detroit
2013-11-25	107	92	MIA	PHX	American Airlines Arena	Miami
2013-11-25	86	93	MEM	HOU	FedExForum	Memphis
2013-11-25	96	110	DAL	DEN	American Airlines Center	Dallas
2013-11-25	112	93	SAS	NOH	AT&T Center	San Antonio
2013-11-25	89	83	UTA	CHI	EnergySolutions Arena	Salt Lake City
2013-11-25	102	91	POR	NYK	Moda Center	Portland
2013-11-26	100	102	TOR	BKN	Air Canada Centre	Toronto
2013-11-26	116	111	WAS	LAL	Verizon Center	Washington D.C.
2013-11-26	92	109	ATL	ORL	Philips Arena	Atlanta
2013-11-26	101	102	NOH	GSW	Smoothie King Center	New Orleans
2013-11-27	74	99	CHA	IND	Time Warner Cable Arena	Charlotte
2013-11-27	105	94	ORL	PHI	Amway Center	Orlando
2013-11-27	93	100	BOS	MEM	TD Garden	Boston
2013-11-27	94	99	BKN	LAL	Barclays Center	Brooklyn
2013-11-27	84	95	CLE	MIA	Quicken Loans Arena	Cleveland
2013-11-27	79	99	DET	CHI	The Palace of Auburn Hills	Detroit
2013-11-27	113	84	HOU	ATL	Toyota Center	Houston
2013-11-27	92	100	MIL	WAS	BMO Harris Bradley Center	Milwaukee
2013-11-27	110	117	MIN	DEN	Target Center	Minneapolis
2013-11-27	94	88	OKC	SAS	Chesapeake Energy Arena	Oklahoma City
2013-11-27	103	99	DAL	GSW	American Airlines Center	Dallas
2013-11-27	120	106	PHX	POR	US Airways Center	Phoenix
2013-11-27	80	93	NYK	LAC	Madison Square Garden	New York City
2013-11-29	92	76	CHA	MIL	Time Warner Cable Arena	Charlotte
2013-11-29	91	109	ORL	SAS	Amway Center	Orlando
2013-11-29	83	90	TOR	MIA	Air Canada Centre	Toronto
2013-11-29	88	87	ATL	DAL	Philips Arena	Atlanta
2013-11-29	103	86	BOS	CLE	TD Garden	Boston
2013-11-29	102	106	DET	LAL	The Palace of Auburn Hills	Detroit
2013-11-29	114	95	HOU	BKN	Toyota Center	Houston
2013-11-29	113	112	OKC	GSW	Chesapeake Energy Arena	Oklahoma City
2013-11-29	93	73	IND	WAS	Bankers Life Fieldhouse	Indianapolis
2013-11-29	105	121	PHI	NOH	Wells Fargo Center	Philadelphia
2013-11-29	97	95	DEN	NYK	Pepsi Center	Denver
2013-11-29	101	112	UTA	PHX	EnergySolutions Arena	Salt Lake City
2013-11-29	98	104	SAC	LAC	Sleep Train Arena	Sacramento
2013-11-30	108	101	WAS	ATL	Verizon Center	Washington D.C.
2013-11-30	97	93	CLE	CHI	Quicken Loans Arena	Cleveland
2013-11-30	88	97	MEM	BKN	FedExForum	Memphis
2013-11-30	106	112	DAL	MIN	American Airlines Center	Dallas
2013-11-30	106	112	SAS	HOU	AT&T Center	San Antonio
2013-11-30	104	112	PHX	UTA	US Airways Center	Phoenix
2013-11-30	92	85	MIL	BOS	BMO Harris Bradley Center	Milwaukee
2013-12-01	98	112	TOR	DEN	Air Canada Centre	Toronto
2013-12-01	100	105	LAC	IND	Staples Center	Los Angeles
2013-12-01	115	100	DET	PHI	The Palace of Auburn Hills	Detroit
2013-12-01	113	115	SAC	GSW	Sleep Train Arena	Sacramento
2013-12-01	99	98	MIA	CHA	American Airlines Arena	Miami
2013-12-01	113	103	OKC	MIN	Chesapeake Energy Arena	Oklahoma City
2013-12-01	99	103	NYK	NOH	Madison Square Garden	New York City
2013-12-01	108	114	LAL	POR	Staples Center	Los Angeles
2013-12-02	98	80	WAS	ORL	Verizon Center	Washington D.C.
2013-12-02	128	131	CHI	NOH	United Center	Chicago
2013-12-02	102	100	SAS	ATL	AT&T Center	San Antonio
2013-12-02	109	103	UTA	HOU	EnergySolutions Arena	Salt Lake City
2013-12-02	106	102	POR	IND	Moda Center	Portland
2013-12-03	126	125	PHI	ORL	Wells Fargo Center	Philadelphia
2013-12-03	108	100	BOS	MIL	TD Garden	Boston
2013-12-03	87	111	BKN	DEN	Barclays Center	Brooklyn
2013-12-03	97	107	MIA	DET	American Airlines Arena	Miami
2013-12-03	110	91	MEM	PHX	FedExForum	Memphis
2013-12-03	89	82	DAL	CHA	American Airlines Center	Dallas
2013-12-03	95	97	SAC	OKC	Sleep Train Arena	Sacramento
2013-12-03	112	103	GSW	TOR	Oracle Arena	Oakland
2013-12-04	98	88	CLE	DEN	Quicken Loans Arena	Cleveland
2013-12-04	107	97	ATL	LAC	Philips Arena	Atlanta
2013-12-04	88	97	HOU	PHX	Toyota Center	Houston
2013-12-04	98	105	MIL	DET	BMO Harris Bradley Center	Milwaukee
2013-12-04	97	100	NOH	DAL	Smoothie King Center	New Orleans
2013-12-04	86	95	UTA	IND	EnergySolutions Arena	Salt Lake City
2013-12-04	111	104	POR	OKC	Moda Center	Portland
2013-12-05	83	113	BKN	NYK	Barclays Center	Brooklyn
2013-12-05	81	101	MEM	LAC	FedExForum	Memphis
2013-12-05	107	87	CHI	MIA	United Center	Chicago
2013-12-06	105	88	CHA	PHI	Time Warner Cable Arena	Charlotte
2013-12-06	105	109	WAS	MIL	Verizon Center	Washington D.C.
2013-12-06	108	89	ATL	CLE	Philips Arena	Atlanta
2013-12-06	106	98	BOS	DEN	TD Garden	Boston
2013-12-06	121	83	NYK	ORL	Madison Square Garden	New York City
2013-12-06	105	83	HOU	GSW	Toyota Center	Houston
2013-12-06	95	109	NOH	OKC	Smoothie King Center	New Orleans
2013-12-06	106	97	PHX	TOR	US Airways Center	Phoenix
2013-12-06	130	98	POR	UTA	Moda Center	Portland
2013-12-06	100	106	SAC	LAL	Sleep Train Arena	Sacramento
2013-12-07	92	103	PHI	DEN	Wells Fargo Center	Philadelphia
2013-12-07	88	82	CLE	LAC	Quicken Loans Arena	Cleveland
2013-12-07	75	92	CHI	DET	United Center	Chicago
2013-12-07	82	108	MEM	GSW	FedExForum	Memphis
2013-12-07	82	103	MIN	MIA	Target Center	Minneapolis
2013-12-07	82	90	MIL	BKN	BMO Harris Bradley Center	Milwaukee
2013-12-07	100	111	SAS	IND	AT&T Center	San Antonio
2013-12-07	102	112	UTA	SAC	EnergySolutions Arena	Salt Lake City
2013-12-07	106	108	POR	DAL	Moda Center	Portland
2013-12-08	73	114	NYK	BOS	Madison Square Garden	New York City
2013-12-08	95	110	DET	MIA	The Palace of Auburn Hills	Detroit
2013-12-08	98	88	HOU	ORL	Toyota Center	Houston
2013-12-08	118	94	OKC	IND	Chesapeake Energy Arena	Oklahoma City
2013-12-08	94	106	LAL	TOR	Staples Center	Los Angeles
2013-12-09	115	111	CHA	GSW	Time Warner Cable Arena	Charlotte
2013-12-09	83	94	PHI	LAC	Wells Fargo Center	Philadelphia
2013-12-09	74	75	WAS	DEN	Verizon Center	Washington D.C.
2013-12-09	94	85	MEM	ORL	FedExForum	Memphis
2013-12-09	94	105	UTA	POR	EnergySolutions Arena	Salt Lake City
2013-12-09	112	97	SAC	DAL	Sleep Train Arena	Sacramento
2013-12-10	109	94	CLE	NYK	Quicken Loans Arena	Cleveland
2013-12-10	90	84	IND	MIA	Bankers Life Fieldhouse	Indianapolis
2013-12-10	103	116	TOR	SAS	Air Canada Centre	Toronto
2013-12-10	92	101	ATL	OKC	Philips Arena	Atlanta
2013-12-10	104	96	BKN	BOS	Barclays Center	Brooklyn
2013-12-10	94	121	DET	MIN	The Palace of Auburn Hills	Detroit
2013-12-10	74	78	CHI	MIL	United Center	Chicago
2013-12-10	108	114	LAL	PHX	Staples Center	Los Angeles
2013-12-11	83	92	CHA	ORL	Time Warner Cable Arena	Charlotte
2013-12-11	88	96	BOS	LAC	TD Garden	Boston
2013-12-11	100	116	MEM	OKC	FedExForum	Memphis
2013-12-11	77	109	MIL	SAS	BMO Harris Bradley Center	Milwaukee
2013-12-11	106	99	MIN	PHI	Target Center	Minneapolis
2013-12-11	111	106	NOH	DET	Smoothie King Center	New Orleans
2013-12-11	83	78	NYK	CHI	Madison Square Garden	New York City
2013-12-11	101	122	SAC	UTA	Sleep Train Arena	Sacramento
2013-12-11	95	93	GSW	DAL	Oracle Arena	Oakland
2013-12-12	102	93	BKN	LAC	Barclays Center	Brooklyn
2013-12-12	111	104	POR	HOU	Moda Center	Portland
2013-12-13	99	94	IND	CHA	Bankers Life Fieldhouse	Indianapolis
2013-12-13	100	109	ORL	CLE	Amway Center	Orlando
2013-12-13	108	100	TOR	PHI	Air Canada Centre	Toronto
2013-12-13	101	99	ATL	WAS	Philips Arena	Atlanta
2013-12-13	90	86	BOS	NYK	TD Garden	Boston
2013-12-13	103	99	DET	BKN	The Palace of Auburn Hills	Detroit
2013-12-13	104	98	NOH	MEM	Smoothie King Center	New Orleans
2013-12-13	122	97	OKC	LAL	Chesapeake Energy Arena	Oklahoma City
2013-12-13	90	91	MIL	CHI	BMO Harris Bradley Center	Milwaukee
2013-12-13	117	110	SAS	MIN	AT&T Center	San Antonio
2013-12-13	93	103	DEN	UTA	Pepsi Center	Denver
2013-12-13	116	107	PHX	SAC	US Airways Center	Phoenix
2013-12-13	112	116	GSW	HOU	Oracle Arena	Oakland
2013-12-14	85	88	CHA	LAL	Time Warner Cable Arena	Charlotte
2013-12-14	97	113	WAS	LAC	Verizon Center	Washington D.C.
2013-12-14	114	107	MIA	CLE	American Airlines Arena	Miami
2013-12-14	111	106	NYK	ATL	Madison Square Garden	New York City
2013-12-14	77	99	CHI	TOR	United Center	Chicago
2013-12-14	105	139	PHI	POR	Wells Fargo Center	Philadelphia
2013-12-14	106	93	DAL	MIL	American Airlines Center	Dallas
2013-12-14	84	100	UTA	SAS	EnergySolutions Arena	Salt Lake City
2013-12-15	106	91	SAC	HOU	Sleep Train Arena	Sacramento
2013-12-15	93	101	MEM	MIN	FedExForum	Memphis
2013-12-15	109	111	DET	POR	The Palace of Auburn Hills	Detroit
2013-12-15	101	98	OKC	ORL	Chesapeake Energy Arena	Oklahoma City
2013-12-15	102	93	DEN	NOH	Pepsi Center	Denver
2013-12-15	106	102	PHX	GSW	US Airways Center	Phoenix
2013-12-16	96	101	IND	DET	Bankers Life Fieldhouse	Indianapolis
2013-12-16	114	100	ATL	LAL	Philips Arena	Atlanta
2013-12-16	101	97	BOS	MIN	TD Garden	Boston
2013-12-16	130	94	BKN	PHI	Barclays Center	Brooklyn
2013-12-16	117	94	MIA	UTA	American Airlines Arena	Miami
2013-12-16	101	102	NYK	WAS	Madison Square Garden	New York City
2013-12-16	82	83	CHI	ORL	United Center	Chicago
2013-12-16	92	115	SAS	LAC	AT&T Center	San Antonio
2013-12-17	95	87	CHA	SAC	Time Warner Cable Arena	Charlotte
2013-12-17	116	119	CLE	POR	Quicken Loans Arena	Cleveland
2013-12-17	92	96	MEM	LAL	FedExForum	Memphis
2013-12-17	93	105	DEN	OKC	Pepsi Center	Denver
2013-12-17	104	93	GSW	NOH	Oracle Arena	Oakland
2013-12-18	97	94	MIA	IND	American Airlines Arena	Miami
2013-12-18	82	86	ORL	UTA	Amway Center	Orlando
2013-12-18	102	104	TOR	CHA	Air Canada Centre	Toronto
2013-12-18	124	107	ATL	SAC	Philips Arena	Atlanta
2013-12-18	106	107	BOS	DET	TD Garden	Boston
2013-12-18	107	113	BKN	WAS	Barclays Center	Brooklyn
2013-12-18	101	107	MIL	NYK	BMO Harris Bradley Center	Milwaukee
2013-12-18	120	109	MIN	POR	Target Center	Minneapolis
2013-12-18	105	91	DAL	MEM	American Airlines Center	Dallas
2013-12-18	101	108	PHX	SAS	US Airways Center	Phoenix
2013-12-18	109	94	HOU	CHI	Toyota Center	Houston
2013-12-18	95	108	NOH	LAC	Smoothie King Center	New Orleans
2013-12-19	107	95	OKC	CHI	Chesapeake Energy Arena	Oklahoma City
2013-12-19	102	104	GSW	SAS	Oracle Arena	Oakland
2013-12-20	121	120	PHI	BKN	Wells Fargo Center	Philadelphia
2013-12-20	118	85	ATL	UTA	Philips Arena	Atlanta
2013-12-20	114	111	CLE	MIL	Quicken Loans Arena	Cleveland
2013-12-20	106	116	DET	CHA	The Palace of Auburn Hills	Detroit
2013-12-20	122	103	MIA	SAC	American Airlines Arena	Miami
2013-12-20	114	81	IND	HOU	Bankers Life Fieldhouse	Indianapolis
2013-12-20	108	109	DAL	TOR	American Airlines Center	Dallas
2013-12-20	99	103	DEN	PHX	Pepsi Center	Denver
2013-12-20	104	91	LAL	MIN	Staples Center	Los Angeles
2013-12-21	87	95	NYK	MEM	Madison Square Garden	New York City
2013-12-21	99	106	BOS	WAS	TD Garden	Boston
2013-12-21	85	88	CHA	UTA	Time Warner Cable Arena	Charlotte
2013-12-21	100	105	ORL	SAC	Amway Center	Orlando
2013-12-21	97	114	DET	HOU	The Palace of Auburn Hills	Detroit
2013-12-21	100	84	CHI	CLE	United Center	Chicago
2013-12-21	116	106	MIL	PHI	BMO Harris Bradley Center	Milwaukee
2013-12-21	100	113	SAS	OKC	AT&T Center	San Antonio
2013-12-21	123	108	PHX	DAL	US Airways Center	Phoenix
2013-12-21	110	107	POR	NOH	Moda Center	Portland
2013-12-21	102	83	GSW	LAL	Oracle Arena	Oakland
2013-12-21	91	112	DEN	LAC	Pepsi Center	Denver
2013-12-22	106	79	IND	BOS	Bankers Life Fieldhouse	Indianapolis
2013-12-22	98	104	OKC	TOR	Chesapeake Energy Arena	Oklahoma City
2013-12-22	116	120	MIN	LAC	Target Center	Minneapolis
2013-12-23	111	110	CHA	MIL	Time Warner Cable Arena	Charlotte
2013-12-23	92	115	CLE	DET	Quicken Loans Arena	Cleveland
2013-12-23	98	103	ORL	NYK	Amway Center	Orlando
2013-12-23	86	103	BKN	IND	Barclays Center	Brooklyn
2013-12-23	121	119	MIA	ATL	American Airlines Arena	Miami
2013-12-23	104	111	HOU	DAL	Toyota Center	Houston
2013-12-23	104	94	MEM	UTA	FedExForum	Memphis
2013-12-23	112	99	SAS	TOR	AT&T Center	San Antonio
2013-12-23	81	89	DEN	GSW	Pepsi Center	Denver
2013-12-23	117	90	PHX	LAL	US Airways Center	Phoenix
2013-12-23	100	113	SAC	NOH	Sleep Train Arena	Sacramento
2013-12-25	78	95	BKN	CHI	Barclays Center	Brooklyn
2013-12-25	94	123	NYK	OKC	Madison Square Garden	New York City
2013-12-25	95	101	LAL	MIA	Staples Center	Los Angeles
2013-12-25	98	111	SAS	HOU	AT&T Center	San Antonio
2013-12-25	105	103	GSW	LAC	Oracle Arena	Oakland
